participant_id,transcription_expected,transcription_raw
18,to keep the sun out of my face i wear a train,to keep the sun out of my face i wear a train
18,i like to bounce the slide,i like to bounce the slide
19,oink oink said the shoes,oink oink said the shoes
19,the vampire can turn into a ring,the vampire can turn into a ring
19,the boy has a toy choochoo train,the boy has a toy choo-choo train
19,at the circus the girl saw the truck,at the circus the girl saw the trike
19,for halloween he carved a dress,for halloween he carved a dress
19,watch the astronaut launch the santa,watch the astronaut launch the santa
19,the caterpillar is munching on a green leaf,the caterpillar is munching on a green leaf
19,on her finger she wore a ring,on her finger she wore a ring
19,oink oink said the pig,oink oink said the pig
19,to keep the sun out of my face i wear a train,to keep the sun out of my face i wear a ?
19,i like to play fetch with my dog,i like to play fetch with my dog
19,the bunny nibbled a clown,the bunny nibbled a clown
19,the boy has a toy choochoo leaf,the boy has a toy choo-choo leaf
19,sitting on the lilypad was a frog,sitting on a lilypad was a frog
19,he always wears a helmet on that fast loud ball,he always wears a helmet on the fast ball
19,you can open the locked door with the key,he can't open the locked door with the key
19,when we lost electricity we had to light a candle,when we had no electricity we had to light a candle
19,at the circus the girl saw the clown,at the circus the girl saw the clown
19,i was scared that under my bed there could be a motorcycle,under my bed i was scared that there could be a motorcycle
19,we roasted marshmallows over the fire,we roasted marshmallows over the fire
19,to see what time it is look at a clock,to see what time it is look at the clock
19,the bank is where he keeps the money,the bank is where he keeps the money
19,the farmer milked the nose,the farmer milked the noise
19,the man checked the time on his stairs,the man tracked the time on his stairs
19,the monkey ate the banana,the monkey ate the banana
19,we roasted marshmallows over the giraffe,we roasted marshmallows over the giraffe
19,on christmas mommy left cookies for eyes,on christmas mommy left cookies for ice
19,grandma sits on her porch in a bat,grandma sits on her porch in the back
19,the brave knight killed the dragon,the broom that killed the dragon
19,i like to play fetch with my clock,i like to play fetch with my clock
19,the monkey ate the shark,the monkey ate the shark
19,the king lived in a large castle,the king lived in a large castle
19,the cowboy is very good at riding his hat,the cowboy is very good at riding his hat
19,at the zoo i saw a tall giraffe,at the zoo i saw a tall giraffe
19,sitting on the lilypad was a bridge,sitting on the lilypad was a bridge
19,i like to bounce the slide,i like to bounce a slide
19,the coloring book comes with a box of hair,the coloring book comes with a box of hair
19,i wear sunglasses to shade my fire,i wear the sunglasses to ? my flight
19,we moved our furniture on the back of a truck,remove our furniture on the back of a truck
19,to cross the river we walked on a banana,across the river we walked on a banana
19,my uncle dug a hole with a tree,my uncle dug a hole with a tree
19,at the playground i like to go down the slide,at the playground i like to go down the slide
19,he always wears a helmet on that fast loud motorcycle,he always wears a helmet on the fast loud motorcycle
19,the swimmer was being chased by a giant shark,the swimmer was being chased by a giant shark
19,to keep the sun out of my face i wear a hat,to keep the sun out of my face i wear a hat
19,first put on your socks then put on your crayons,first put on your socks then put on your crayons
19,the caterpillar is munching on a green cow,the caterpiller is munching on a green cow
19,the apple grew on a tree,the apple grew on a tree
19,my friend likes pepperoni on his pizza,my friend like pepperoni on his pizza
19,on christmas mommy left cookies for santa,on christmas mommy left cookies for santa
19,mom likes to use the elevator instead of the stairs,mom likes to use the elevator instead of the stairs
19,the swimmer was being chased by a giant house,the swimmer was being chased by a giant house
19,use the remote to change the channels on the tv,use the remote to change the channels on the tv
19,at the zoo i saw a tall key,at the zoo i saw a tall key
19,on the ceiling i saw a creepy crawly spider,on the ceiling i saw a creeping crawling spider
19,you can open the locked door with the shovel,you can open the locked door with the shovel
19,when recess ends the teacher rings the bell,when we ? ends the teacher rings the bell
19,grandma sits on her porch in a chair,grandma sits on her porch in a chair
19,the man checked the time on his watch,the man checked the time on his watch
19,my friend likes pepperoni on his money,my friend likes pepperoni on his money
19,when i get a cold i have a runny nose,when i get a cold i have a runny nose
19,the boy put the groceries in a bag,the boy put the groceries in a bag
19,the bride wore a fancy bed,the bride wore a fancy bed
19,mom likes to use the elevator instead of the dragon,mom likes to use the elevator instead of the dragon
19,the bunny nibbled a carrot,the bunny nibbled a carrot
19,i wear sunglasses to shade my eyes,i wear sunglasses to shame my eyes
19,when i get a cold i have a runny pumpkin,when i get a cold i have a runny pumpkin
19,the apple grew on a bell,the apple grew on a bell
19,the bride wore a fancy dress,the bride wore a fancy dress
19,the king lived in a large tv,the king lived in a large tv
19,i like to bounce the ball,i like to bounce the ball
19,i want to sleep in my dog,i want to sleep in my dog
19,the brave knight killed the chair,the brave knight killed the chair
19,the bee sat on the petals of the flower,the bee sat on the petals of the flower
19,on the ceiling i saw a creepy crawly bag,on the ceiling i saw a creepy crawly bag
19,to see what time it is look at a pizza,to see what time it is look at the pizza
19,my uncle dug a hole with a shovel,my uncle dug a hole with a shovel
19,first put on your socks then put on your shoes,first put on your socks then put on your shoes
19,when recess ends the teacher rings the frog,when ? ends the teacher rings the frog
19,we moved our furniture on the back of a flower,we moved our furniture on the back of a flower
19,the bee sat on the petals of the watch,the bee sat on the petals of the watch
19,i put shampoo in my hair,i push and bully my hair
19,there are three bedrooms in their carrot,there are three bedrooms and they are carrot
19,use the remote to change the channels on the castle,use the remote to change the channels on a castle
19,the farmer milked the cow,the farmer milked the cow
19,the coloring book comes with a box of crayons,the coloring book comes with a box of crayons
19,when we lost electricity we had to light a monster,when we lost electricity we had to light a monster
19,i put shampoo in my pig,i put shampoo in my pig
19,the vampire can turn into a bat,the vampire can turn into a bat
19,the cowboy is very good at riding his horse,the cowboy is very good at riding his horse
19,the bank is where he keeps the spider,the bank is where he keeps his spider
19,watch the astronaut launch the rocket,watch the astronaut launch the rocket
19,i was scared that under my bed there could be a monster,i was scared that under my bed there could be a monster
19,at the playground i like to go down the candle,at the playground i like to go down the candle
19,there are three bedrooms in their house,there are three bedrooms in their house
19,to cross the river we walked on a bridge,to cross the river we walked on a bridge
19,the boy put the groceries in a horse,the boy put the groceries in a horse
19,for halloween he carved a pumpkin,for halloween he carved a pumpkin
19,i want to sleep in my bed,i want to sleep in my bed
19,on her finger she wore a rocket,on her finger she wore a rocket
19,the king wore a shiny gold box,the cane wore a shining gold box
19,i pledge allegiance to the flag,i pledge allegiance to the flag
19,when you go outside please close the girls,when you go outside please close the girls
19,if shorts wont be warm enough you can wear ears,if shorts won't be warm enough you can wear years
19,when daddy cooks he adds pepper and salt,when daddy cooks he adds pepper and salt
19,kids sit in the backseat of the bee,kids sit in the back seat of the bee
19,at valentines day we drew lots of hearts,a valentines day date with lots of hearts
19,mommy read me my favorite book,mommy read me my favorite book
19,inside the nest sat a beautiful table,inside the nest sat a beautiful table
19,i fell in the mud and have to put on a new button,i fell in the mud and have to put on a new button
19,i fixed the torn page with a piece of tape,i fixed the torn page with a piece of tape
19,when daddy cooks he adds pepper and duck,when daddy cooks he adds pepper and duck
19,at the zoo i fed the black and white striped zebra,at the zoo i fed the black and white striped zebra
19,when grandma reads she needs her boat,when grandma reads she needs her boat
19,i used three big snowballs to make a snowman,i usually use snowballs to make a snowman
19,in the pond there was one quacking pillow,in the pound there was one clucking pillow
19,the girl took lessons to play the piano,the girl took lessons to play the piano
19,at the picnic the crumbs attracted ants,at the picnic the crumbs attracted ants
19,the boy will grow to become a salt,the boy will grow to become a salt
19,at the haunted house i saw a ghost,at the haunted house i saw a ghost
19,i fixed the torn page with a piece of book,i fixed the torn page with a piece of book
19,when grandma reads she needs her glasses,when grandma reads she needs her glasses
19,the gift was inside the box,the gift was inside the box
19,it was hot outside so we jumped into the pool,it was hot outside so we jumped into the pool
19,there is one bathroom for the boys and one for ants,there is one bathroom for the boys and one for ants
19,the caterpillar turned into a butterfly,the caterpillar turned into a butterfly
19,to play tug of war we pulled on the rope,to play tug-of-war we pulled on the rope
19,at the playground the girl went on the oranges,on the playground the girl went on the oranges
19,she got stung by a bee,she got stung by a bee
19,at valentines day we drew lots of pants,on valentine's day we drew lots of pants
19,riding on a broom was an old mean baby,riding on a broom was an old ming baby
19,the aquarium has many different fish,the aquarium has many different fish
19,it was hot outside so we jumped into the guitar,it was hot outside so we jumped into the guitar
19,at the picnic the crumbs attracted eggs,at the picnic the crumbs attracted axe
19,the girl took lessons to play the dinosaur,the girl took lessons to play the dinosaur
19,in the pond there was one quacking duck,in the panda there was one clucking duck
19,the mommy put a diaper on her cereal,the mommy put a diaper on her cereal
19,i used three big snowballs to make a bear,i used three big snowballs to make a bear
19,she got stung by a flag,she got stung by a fleck
19,riding on a broom was an old mean witch,riding on a broom was an old ming witch
19,to play tug of war we pulled on the grass,to play tug-of-war we pulled on the grass
19,if shorts wont be warm enough you can wear pants,if shorts won't be warm enough you can wear pants
19,i wish i had a trunk like that elephant,i wish i had a trunk like that elephant
19,the sound was so loud i had to cover my shirt,the sound was so loud i had to cover my shirt
19,at dinner my family sits together at the table,at dinner my family sits together at the table
19,the gift was inside the zebra,the gift was inside the zebra
19,in the woods lived a big growly witch,and it was like the big growling witch
19,for breakfast mommy poured me a bowl of cereal,for breakfast mommy poured me a bowl of cereal
19,soldiers shoot with their guns,soldiers shoot with their guns
19,in the bathtub there is a floating little rubber_ducky,in the bathtub there is a floating little rubber ducky
19,i went sailing on a ghost,i went sailing on a ghost
19,there is one bathroom for the boys and one for girls,there is a bathroom for boys and one for girls
19,the rockstar was playing his door,the rockstar was playing his door
19,at the haunted house i saw a bird,at a haunted house i saw a bird
19,she sleeps with her head on a pillow,she sleeps with her head on a pillow
19,for breakfast i scrambled the eggs,for breakfast i scrambled the eggs
19,my teacher showed us fossils of an extinct dinosaur,my teacher showed us fossils of an extinct dinosaur
19,at the zoo i fed the black and white striped pool,at the zoo i fed the black striped ant pool
19,at the playground the girl went on the swings,at the playground the girl went on the swings
19,you can make juice from fresh squeezed oranges,you can make juice from fresh squeezed oranges
19,the pilot flew the airplane,the pilot flew the airplane
19,for breakfast i scrambled the guns,for breakfast i scrambled the guns
19,kids sit in the backseat of the car,kids sit in the backseat of the car
19,mommy read me my favorite broom,mummy read me my favorite broom
19,cows eat a lot of shell,cows eat a lot of show
19,she sleeps with her head on a fish,she sleeps with her head on a fish
19,inside the nest sat a beautiful bird,inside the nest sat a beautiful bird
19,daddys shirt was missing a fork,daddy's shirt was missing a fork
19,i wish i had a trunk like that rubber_ducky,i wish i had a trunk like that rubber ducky
19,soldiers shoot with their glasses,soldiers shoot with their glasses
19,for breakfast mommy poured me a bowl of butterfly,for breakfast mommy poured me a bowl of butterfly
19,the king wore a shiny gold crown,the king wore a shiny gold crown
19,i pledge allegiance to the elephant,i pledge allegiance to the elephant
19,the aquarium has many different swings,the aquarium has many different swings
19,the scared turtle wont come out of its shell,the scare to the worn came out of its share
19,when you go outside please close the door,when you go outside please close the door
19,please sweep the floor with a snowman,please wipe the floor with a snowman
19,cows eat a lot of grass,cows eat a lot of grass
19,in the woods lived a big growly bear,in the roots lived a big growly bear
19,the spider spun a big car,the spider spun a big car
19,at dinner my family sits together at the man,at dinner my family sits together at a man
19,the rockstar was playing his guitar,the rockstar was playing his guitar
19,the sound was so loud i had to cover my ears,the sound was so loud i had to cover my ears
19,the scared turtle wont come out of its airplane,the scarecrow won't come out of its airplane
19,please sweep the floor with a broom,please sweep the floor with a broom
19,the spider spun a big web,the spider spun a big web
19,daddys shirt was missing a button,daddy's shirt was missing a button
19,i have a spoon but i need a fork,i have a spoon but i need a fork
19,my teacher showed us fossils of an extinct crown,my teacher showed us fossils of an extinct crown
19,the caterpillar turned into a piano,the caterpiller turned into a piano
19,to drive the car daddy turns the wheel,to drive a car daddy turns the wheel
19,the boy will grow to become a man,the boy will grow to become a man
19,you can make juice from fresh squeezed tape,you can make juice from fresh squeezed tape
19,i went sailing on a boat,i went sailing on a boat
19,i have a spoon but i need a web,i have a spoon but i need a web
19,the mommy put a diaper on her baby,the mommy put a diaper on her baby
19,i fell in the mud and have to put on a new shirt,i fell in the mud and have to put on a new shirt
19,the pilot flew the rope,the pilots flew the rope
19,in the bathtub there is a floating little wheel,in the bathtub there is a floating little ?
19,to drive the car daddy turns the hearts,to drive the car daddy turns the hearts
20,the king wore a shiny gold box,he king wore a shiny gold box
20,i pledge allegiance to the flag,i pledge allegience to the flag
20,when you go outside please close the girls,when you go outside please close the girls
20,if shorts wont be warm enough you can wear ears,if shorts wont be warm enough you can wear ears
20,when daddy cooks he adds pepper and salt,when daddy cooks he adds pepper and salt
20,kids sit in the backseat of the bee,kids sit in the backseat of the bee
20,at valentines day we drew lots of hearts,at valentine's day we drew lots of hearts
20,mommy read me my favorite book,mommy read me my favorite book
20,inside the nest sat a beautiful table,inside ? sat at a beautiful table
20,i fell in the mud and have to put on a new button,i fell in the mud and have to ? a new button
20,i fixed the torn page with a piece of tape,i fixed a torn page with a piece of tape
20,when daddy cooks he adds pepper and duck,when daddy cooks he adds pepper and duck
20,at the zoo i fed the black and white striped zebra,at the zoo i fed the black and white striped zebra
20,when grandma reads she needs her boat,when grandma reads she needs her boat
20,i used three big snowballs to make a snowman,i ? three snowballs to make a snowman
20,in the pond there was one quacking pillow,in the pond there was one quacking pillow
20,the girl took lessons to play the piano,the girl took lessons to play the piano
20,at the picnic the crumbs attracted ants,at the picnic the ? to check ends
20,the boy will grow to become a salt,the boy want girl to become a ?
20,at the haunted house i saw a ghost,at a haunted house i saw a ghost
20,i fixed the torn page with a piece of book,i fixed the torn page with a peice of book
20,when grandma reads she needs her glasses,when grandma reads she needs her glasses
20,the gift was inside the box,the gift was inside the box
20,it was hot outside so we jumped into the pool,it was hot outside so we jumped into the pool
20,there is one bathroom for the boys and one for ants,there is one bathroom for the boys and one for ants
20,the caterpillar turned into a butterfly,the caterpillar turned into a butterfly
20,to play tug of war we pulled on the rope,the play took a ? we pulled on the rope
20,at the playground the girl went on the oranges,at the playground the girl went on the oranges
20,she got stung by a bee,she got stung by a bee
20,at valentines day we drew lots of pants,at valentines day we drew lots of pens
20,riding on a broom was an old mean baby,riding on the broom was an old name baby
20,the aquarium has many different fish,the aquarium has many different fish
20,it was hot outside so we jumped into the guitar,it was hot outside so we jumped into the guitar
20,at the picnic the crumbs attracted eggs,at the picnic the crumbs attracted ants
20,the girl took lessons to play the dinosaur,the girl took lessons to play the dinasaur
20,in the pond there was one quacking duck,in the pond there was one quacking duck
20,the mommy put a diaper on her cereal,the mommy put a diaper on her cereal
20,i used three big snowballs to make a bear,? ? used three big snowballs to make a bear
20,she got stung by a flag,she got stung by a flag
20,riding on a broom was an old mean witch,riding on the broom was a old ? witch
20,to play tug of war we pulled on the grass,to play tug of war we ? on the grass
20,if shorts wont be warm enough you can wear pants,if shorts won't be  warm enough you can wear pants
20,i wish i had a trunk like that elephant,i wish i had a trunk like the elephant
20,the sound was so loud i had to cover my shirt,the sound was so loud i had to cover my shirt
20,at dinner my family sits together at the table,at dinner my family sits together at the table
20,the gift was inside the zebra,the gift was inside the zebra
20,in the woods lived a big growly witch,in the woods with the big growly witch
20,for breakfast mommy poured me a bowl of cereal,for breakfast mommy poured me a bowl of cereal
20,soldiers shoot with their guns,soldiers shoot with their guns
20,in the bathtub there is a floating little rubber_ducky,in the bathtub there is a floating little rubber ducky
20,i went sailing on a ghost,i went sailing on the coast
20,there is one bathroom for the boys and one for girls,there is one bathroom for the boys and one for girls
20,the rockstar was playing his door,the rockstar was playing his door
20,at the haunted house i saw a bird,at a haunted house i saw a bird
20,she sleeps with her head on a pillow,she sleeps with her head on a pillow
20,for breakfast i scrambled the eggs,for breakfast i scrambled eggs
20,my teacher showed us fossils of an extinct dinosaur,my teacher showed us fossils of an extinct dinosaur
20,at the zoo i fed the black and white striped pool,at the zoo i fed the black and white striped pole
20,at the playground the girl went on the swings,at the playground the girl went on the swings
20,you can make juice from fresh squeezed oranges,you can make juice from fresh squeezed oranges
20,the pilot flew the airplane,the pilot flew the airplane
20,for breakfast i scrambled the guns,for breakfast i scrambled the guns
20,kids sit in the backseat of the car,kids sit in the backseat of the car
20,mommy read me my favorite broom,mommy ran me my favorite broom
20,cows eat a lot of shell,cows eat a lot of show
20,she sleeps with her head on a fish,she sleeps with her head on a fish
20,inside the nest sat a beautiful bird,inside the nest ? ? a build for bird
20,daddys shirt was missing a fork,daddys shirt was missing a fork
20,i wish i had a trunk like that rubber_ducky,i wish i had a trunk like that rubber ducky
20,soldiers shoot with their glasses,soldiers shoot with their glasses
20,for breakfast mommy poured me a bowl of butterfly,for breakfast mommy poured me a bowl of butterfly
20,the king wore a shiny gold crown,the king wore a shiny gold crown
20,i pledge allegiance to the elephant,i pledge allegience to the elephant
20,the aquarium has many different swings,the aquarium has many sifferent swings
20,the scared turtle wont come out of its shell,the scared turtle wont come out of its shell
20,when you go outside please close the door,when you go outside please close the door
20,please sweep the floor with a snowman,please sweep the floor with a stone man
20,cows eat a lot of grass,cows eat a lot of grass
20,in the woods lived a big growly bear,in the woods lived a big growly bear
20,the spider spun a big car,the spiders spun a big car
20,at dinner my family sits together at the man,at dinner my family sits together at the man
20,the rockstar was playing his guitar,the rockstar was playing his guitar
20,the sound was so loud i had to cover my ears,the sound was so loud i had to cover my ears
20,the scared turtle wont come out of its airplane,the scared turtle wont come out of its airplane
20,please sweep the floor with a broom,please sweep the floor with a broom
20,the spider spun a big web,the spider spun a big web
20,daddys shirt was missing a button,daddys shirt was missing a button
20,i have a spoon but i need a fork,i have a spoon but i need a fork
20,my teacher showed us fossils of an extinct crown,my teacher showed us fossils of an extinct crown
20,the caterpillar turned into a piano,the caterpillar turned into a piano
20,to drive the car daddy turns the wheel,to drive the car daddy turns the wheel
20,the boy will grow to become a man,the boy will grow to become a man
20,you can make juice from fresh squeezed tape,you can make juice from fresh squeezed tape
20,i went sailing on a boat,i went sailing on a boat
20,i have a spoon but i need a web,i have a spoon but i need a web
20,the mommy put a diaper on her baby,the mommy put a diaper on her baby
20,i fell in the mud and have to put on a new shirt,i fell in the mud and have to put on a new shirt
20,the pilot flew the rope,the pilot flew the rope
20,in the bathtub there is a floating little wheel,in the bathtub there is a floating little whale
20,to drive the car daddy turns the hearts,to drive the car daddy turns the hearts
20,oink oink said the shoes,oink oink says the shoes
20,the vampire can turn into a ring,the vampire can turn into a ring
20,the boy has a toy choochoo train,the boy has a toy choo choo train
20,at the circus the girl saw the truck,at the circus the girl saw the truck
20,for halloween he carved a dress,for halloween he carved a dress
20,watch the astronaut launch the santa,watch the astronaut launch the center
20,the caterpillar is munching on a green leaf,the caterpillar in muching on rainleaf
20,on her finger she wore a ring,on her finger she wore a ring
20,oink oink said the pig,oink oink said the pig
20,to keep the sun out of my face i wear a train,to keep the sun out of my face i wear a chain
20,i like to play fetch with my dog,i like to play fetch with my dog
20,the bunny nibbled a clown,the bunny nibbled a clown
20,the boy has a toy choochoo leaf,the boy has a toy choo choo leaf
20,sitting on the lilypad was a frog,sitting on the lilypad was a frog
20,he always wears a helmet on that fast loud ball,he always wears a helmet on the fast loud ball
20,you can open the locked door with the key,you can open the locked door with a key
20,when we lost electricity we had to light a candle,when we lost electricity we had to light a candle
20,at the circus the girl saw the clown,at the circus the girls saw a clown
20,i was scared that under my bed there could be a motorcycle,i was scared that under my bed there could be a motorcycle
20,we roasted marshmallows over the fire,roasting marshmellows over the fire
20,to see what time it is look at a clock,to see what time it is look at a clock
20,the bank is where he keeps the money,the bank is where he keeps the money
20,the farmer milked the nose,the farmer milked the nose
20,the man checked the time on his stairs,the man checked the time on his stairs
20,the monkey ate the banana,the monkey ate the banana
20,we roasted marshmallows over the giraffe,we roasted marshmellows over the giraffe
20,on christmas mommy left cookies for eyes,on christmas mommy left cookies for eyes
20,grandma sits on her porch in a bat,grandma sits on her porch in a bed
20,the brave knight killed the dragon,"? breathe
 like a dragon"
20,i like to play fetch with my clock,i like to play fetch with my clock
20,the monkey ate the shark,the monkey ate the shark
20,the king lived in a large castle,the king lived in a large castle
20,the cowboy is very good at riding his hat,the cowboy is very good at riding his hat
20,at the zoo i saw a tall giraffe,at the zoo i saw a tall giraffe
20,sitting on the lilypad was a bridge,sitting on the lilypad was a bridge
20,i like to bounce the slide,i like to bounce the slide
20,the coloring book comes with a box of hair,the coloring book comes with a box of hair
20,i wear sunglasses to shade my fire,i wear sunglasses to share my fire
20,we moved our furniture on the back of a truck,we moved our furniture in the back of a truck
20,to cross the river we walked on a banana,to cross the river we walked on a banana
20,my uncle dug a hole with a tree,my uncle dug a hole with the tree
20,at the playground i like to go down the slide,at the playground i like to go down the slide
20,he always wears a helmet on that fast loud motorcycle,he always wears a helmet on the fast loud motorcycle
20,the swimmer was being chased by a giant shark,the swimmer was being chased by a giant shark
20,to keep the sun out of my face i wear a hat,to keep the sun out of my face i wear a hat
20,first put on your socks then put on your crayons,first put on your socks then put on your crayons
20,the caterpillar is munching on a green cow,the caterpillar is munching on a green cow
20,the apple grew on a tree,the apple grew on a tree
20,my friend likes pepperoni on his pizza,my friend likes pepperoni on his pizza
20,on christmas mommy left cookies for santa,on Christmas mommy left cookies for santa
20,mom likes to use the elevator instead of the stairs,mom likes to use the elevator instead of the stairs
20,the swimmer was being chased by a giant house,the swimmer was being chased by a giant house
20,use the remote to change the channels on the tv,? the remost to change the channels on the TV
20,at the zoo i saw a tall key,at the zoo i saw a tall key
20,on the ceiling i saw a creepy crawly spider,? sailing i saw a creepy crawly spider
20,you can open the locked door with the shovel,you can open the locked door with a shovel
20,when recess ends the teacher rings the bell,when recess ends the teacher rings a bell
20,grandma sits on her porch in a chair,grandma sits on her porch in a chair
20,the man checked the time on his watch,the man checked the time on his watch
20,my friend likes pepperoni on his money,my firne likes pepperoni on his mommy
20,when i get a cold i have a runny nose,when i get a cold i have a runny nose
20,the boy put the groceries in a bag,the boy put the groceries in a bag
20,the bride wore a fancy bed,the bride wore a fancy ?
20,mom likes to use the elevator instead of the dragon,mom likes to use the elevator instead of the dragon
20,the bunny nibbled a carrot,the bunny nibbled a carrot
20,i wear sunglasses to shade my eyes,i wear sunglasses to shade my eyes
20,when i get a cold i have a runny pumpkin,when i get a cold i have a runny pumpkin
20,the apple grew on a bell,the apple grew on a bell
20,the bride wore a fancy dress,the bride wore a fancy dress
20,the king lived in a large tv,the king lived in a large TV
20,i like to bounce the ball,i like to bounce the ball
20,i want to sleep in my dog,i want to sleep in my dog
20,the brave knight killed the chair,the brave knight killed the chair
20,the bee sat on the petals of the flower,the bee sat on the petals of the flower
20,on the ceiling i saw a creepy crawly bag,on the ceiling i saw a creepy crawly bag
20,to see what time it is look at a pizza,to see what time it is look at the pizza
20,my uncle dug a hole with a shovel,my uncle dug a hole with the shovel
20,first put on your socks then put on your shoes,"first put on yout socks, then put on your shoes"
20,when recess ends the teacher rings the frog,when recess ends the teacher rings the horn
20,we moved our furniture on the back of a flower,we moved the furniture on the back of a flower
20,the bee sat on the petals of the watch,the bee sat on the petals of the watch
20,i put shampoo in my hair,i put shampoo in my hair
20,there are three bedrooms in their carrot,there are three bedrooms in the carrot
20,use the remote to change the channels on the castle,use the remote to change the channels on the castle
20,the farmer milked the cow,the farmer milked the cow
20,the coloring book comes with a box of crayons,the coloring book comes with a box of crayons
20,when we lost electricity we had to light a monster,when we lost electricity we had to light a monster
20,i put shampoo in my pig,i put shampoo on my pig
20,the vampire can turn into a bat,the vampire can turn into a bat
20,the cowboy is very good at riding his horse,the coboy is very good at riding his horse
20,the bank is where he keeps the spider,the bank is where he keeps the spider
20,watch the astronaut launch the rocket,watch the astronaut launch the rocket
20,i was scared that under my bed there could be a monster,i was scared that under my bed there could be a monster
20,at the playground i like to go down the candle,at the playground i like to go down the candle
20,there are three bedrooms in their house,there are three bedrooms in their house
20,to cross the river we walked on a bridge,to cross the river we walked on a bridge
20,the boy put the groceries in a horse,the boy put the groceries in a horse
20,for halloween he carved a pumpkin,for halloween he carved a pumpkin
20,i want to sleep in my bed,i want to sleep in my bed
20,on her finger she wore a rocket,on her finger she wore a rocket
21,on the ceiling i saw a creepy crawly bag,on the ceiling i saw a creepy crawly back
21,the bee sat on the petals of the watch,the beat sat on the petals of the watch
21,i want to sleep in my bed,i want to sleep in my bed
21,watch the astronaut launch the santa,? the astronaut launched to ?
21,the swimmer was being chased by a giant house,the swimmer was being chased by a giant house
21,for halloween he carved a pumpkin,for halloween he carved a pumpkin
21,we moved our furniture on the back of a flower,we moved our furniture on the back of a flower
21,you can open the locked door with the key,you can open the locked door with the key
21,at the circus the girl saw the clown,at the circus the girl saw the clown
21,watch the astronaut launch the rocket,watch the astronaut launch the rocket
21,there are three bedrooms in their carrot,there are three bedrooms in their carrot
21,i put shampoo in my pig,i put shampoo in my pig
21,sitting on the lilypad was a bridge,sitting on the lilypad was a ?
21,the bank is where he keeps the money,the bank is where he keeps the money
21,the cowboy is very good at riding his horse,the cowboy is really good at riding his horse
21,on christmas mommy left cookies for eyes,on christmas mommy left cookies for us
21,the bride wore a fancy bed,the bride wore a fancy bud
21,the boy has a toy choochoo train,the boy has a toy choo choo train
21,the boy put the groceries in a bag,the boy put the groceries in a bag
21,the king lived in a large castle,the king lived in a large castle
21,when recess ends the teacher rings the bell,the recess ends the teacher rings the bell
21,the monkey ate the shark,the monkey ate the shark
21,the bunny nibbled a carrot,the bunny nibbled a carrot
21,my friend likes pepperoni on his pizza,my friend likes pepperoni on his pizza
21,the boy has a toy choochoo leaf,the boy has a toy choo choo leaf
21,we moved our furniture on the back of a truck,we moved our furniture on the back of our trunk
21,on christmas mommy left cookies for santa,on christmas mommy left cookies for santa
21,you can open the locked door with the shovel,you can open the locked door with a shovel
21,the brave knight killed the chair,the brave knight killed a chair
21,to see what time it is look at a clock,to see what time it is look at a clock
21,the apple grew on a bell,the apple grew on ?
21,when we lost electricity we had to light a candle,when we lost electricity we had to light a candle
21,mom likes to use the elevator instead of the dragon,mom likes to use the elevator instead of the dragon
21,i like to play fetch with my dog,i like to play fetch with my dog
21,he always wears a helmet on that fast loud motorcycle,he always wears a helmet on the fast loud motorcycle
21,to cross the river we walked on a bridge,to cross the river we walked on a bridge
21,the man checked the time on his stairs,the man checked the time on his stairs
21,oink oink said the pig,oink oink said the pig
21,at the zoo i saw a tall giraffe,at the zoo i saw a tall giraffe
21,use the remote to change the channels on the castle,use the remote to change the channel on the ?
21,grandma sits on her porch in a chair,grandma sits on her porch in her chair
21,to cross the river we walked on a banana,to cross the river we walked on a banana
21,the farmer milked the nose,the farmer milked the nose
21,the coloring book comes with a box of crayons,the coloring book comes with a box of crayons
21,i want to sleep in my dog,i want to sleep in my ?
21,i wear sunglasses to shade my fire,i wear sunglasses to shade my fire
21,i like to play fetch with my clock,i like to play fetch with my clock
21,on her finger she wore a ring,on her finger she wore a ring
21,at the circus the girl saw the truck,at the circus the girl saw the crook
21,the coloring book comes with a box of hair,the coloring book comes with a box of hair
21,the bunny nibbled a clown,the bunny nibbled a clown
21,the bride wore a fancy dress,the bride wore a fancy dress
21,the monkey ate the banana,the monkey ate a banana
21,oink oink said the shoes,oink oink said the shoes
21,the apple grew on a tree,the apple grew on a tree
21,at the zoo i saw a tall key,at the zoo i saw a tall key
21,i put shampoo in my hair,i put shampoo on my hair
21,we roasted marshmallows over the fire,we roasting marshmallows over the fire
21,first put on your socks then put on your crayons,first put on your socks then put on your ?
21,the swimmer was being chased by a giant shark,the swimmer was being chased by a giant shark
21,when we lost electricity we had to light a monster,when we lost electricity we had to light a monster
21,on the ceiling i saw a creepy crawly spider,on the ceiling i saw a creeping crawling spider
21,my friend likes pepperoni on his money,my friend likes pepperoni on his money
21,sitting on the lilypad was a frog,sitting on the lilypad was a forg
21,at the playground i like to go down the candle,at the playground i like to go down the candle
21,the vampire can turn into a bat,the vampire can turn into a bat
21,i like to bounce the ball,i like to bounce the ball
21,my uncle dug a hole with a tree,my uncle dug a hole with a tree
21,the cowboy is very good at riding his hat,the cowboy is very good at riding his hat
21,the bee sat on the petals of the flower,the bee sat on the petals of the flower
21,the caterpillar is munching on a green cow,the caterpillar is munching on a green cow
21,use the remote to change the channels on the tv,use the remote to change the channels on the tv
